"Dark Crystal, The (1982)",Adventure|Fantasy,unassigned,00:00:00
"American Tail, An (1986)",Adventure|Animation|Children|Comedy,unassigned,00:00:00
"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,unassigned,00:00:00
Legend (1985),Adventure|Fantasy|Romance,unassigned,00:00:00
Sixteen Candles (1984),Comedy|Romance,unassigned,00:00:00
Pretty in Pink (1986),Comedy|Drama|Romance,unassigned,00:00:00
St. Elmo's Fire (1985),Drama|Romance,unassigned,00:00:00
"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,unassigned,00:00:00
House (1986),Comedy|Fantasy|Horror,unassigned,00:00:00
House II: The Second Story (1987),Comedy|Fantasy|Horror,unassigned,00:00:00
"Gods Must Be Crazy, The (1980)",Adventure|Comedy,unassigned,00:00:00
"Gods Must Be Crazy II, The (1989)",Comedy,unassigned,00:00:00
Air Bud: Golden Receiver (1998),Children|Comedy,unassigned,00:00:00
"Avengers, The (1998)",Action|Adventure,unassigned,00:00:00
How Stella Got Her Groove Back (1998),Drama|Romance,unassigned,00:00:00
"Slums of Beverly Hills, The (1998)",Comedy|Drama,unassigned,00:00:00
Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,unassigned,00:00:00
Rosemary's Baby (1968),Drama|Horror|Thriller,unassigned,00:00:00
"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,unassigned,00:00:00
"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,unassigned,00:00:00
Attack of the Killer Tomatoes! (1978),Comedy|Horror,unassigned,00:00:00
Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,unassigned,00:00:00
Your Friends and Neighbors (1998),Comedy|Drama,unassigned,00:00:00
Return to Paradise (1998),Crime|Drama|Romance|Thriller,unassigned,00:00:00
Blade (1998),Action|Horror|Thriller,unassigned,00:00:00
Dance with Me (1998),Drama|Romance,unassigned,00:00:00
Dead Man on Campus (1998),Comedy,unassigned,00:00:00
Wrongfully Accused (1998),Action|Comedy,unassigned,00:00:00
Next Stop Wonderland (1998),Comedy|Drama|Romance,unassigned,00:00:00
"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,unassigned,00:00:00
Beetlejuice (1988),Comedy|Fantasy,unassigned,00:00:00
Rope (1948),Crime|Drama|Thriller,unassigned,00:00:00
Family Plot (1976),Comedy|Thriller,unassigned,00:00:00
Frenzy (1972),Thriller,unassigned,00:00:00
Torn Curtain (1966),Thriller,unassigned,00:00:00
Marnie (1964),Drama|Mystery|Romance|Thriller,unassigned,00:00:00
"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,unassigned,00:00:00
"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,unassigned,00:00:00
"Trouble with Harry, The (1955)",Comedy|Mystery,unassigned,00:00:00
Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,unassigned,00:00:00
Stage Fright (1950),Mystery|Romance|Thriller,unassigned,00:00:00
54 (1998),Drama,unassigned,00:00:00
I Married A Strange Person! (1997),Animation|Comedy|Fantasy|Sci-Fi,unassigned,00:00:00
Why Do Fools Fall In Love? (1998),Drama,unassigned,00:00:00
"Merry War, A (1997)",Comedy,unassigned,00:00:00
Willow (1988),Action|Adventure|Fantasy,unassigned,00:00:00
"Untouchables, The (1987)",Action|Crime|Drama,unassigned,00:00:00
Dirty Work (1998),Comedy,unassigned,00:00:00
Firelight (1997),Drama,unassigned,00:00:00
Under Capricorn (1949),Drama,unassigned,00:00:00
"Paradine Case, The (1947)",Drama,unassigned,00:00:00
Lifeboat (1944),Drama|War,unassigned,00:00:00
Shadow of a Doubt (1943),Crime|Drama|Thriller,unassigned,00:00:00
Saboteur (1942),Mystery|Thriller,unassigned,00:00:00
Mr. & Mrs. Smith (1941),Comedy|Romance,unassigned,00:00:00
Suspicion (1941),Film-Noir|Mystery|Thriller,unassigned,00:00:00
Jamaica Inn (1939),Drama,unassigned,00:00:00
"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,unassigned,00:00:00
Sabotage (1936),Thriller,unassigned,00:00:00
"Man Who Knew Too Much, The (1934)",Drama|Thriller,unassigned,00:00:00
Number Seventeen (a.k.a. Number 17) (1932),Thriller,unassigned,00:00:00
Rich and Strange (1931),Comedy|Romance,unassigned,00:00:00
Murder! (1930),Mystery|Thriller,unassigned,00:00:00
Blackmail (1929),Drama|Thriller,unassigned,00:00:00
"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,unassigned,00:00:00
Rounders (1998),Drama,unassigned,00:00:00
Cube (1997),Horror|Mystery|Sci-Fi|Thriller,unassigned,00:00:00
Simon Birch (1998),Drama,unassigned,00:00:00
Without Limits (1998),Drama,unassigned,00:00:00
Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,unassigned,00:00:00
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,unassigned,00:00:00
My Bodyguard (1980),Drama,unassigned,00:00:00
Class (1983),Comedy,unassigned,00:00:00
Broadcast News (1987),Comedy|Drama|Romance,unassigned,00:00:00
"Allnighter, The (1987)",Comedy|Romance,unassigned,00:00:00
Working Girl (1988),Comedy|Drama|Romance,unassigned,00:00:00
Stars and Bars (1988),Action|Comedy|Romance,unassigned,00:00:00
Married to the Mob (1988),Comedy,unassigned,00:00:00
Say Anything... (1989),Comedy|Drama|Romance,unassigned,00:00:00
My Blue Heaven (1990),Comedy,unassigned,00:00:00
Men Don't Leave (1990),Drama,unassigned,00:00:00
Hero (1992),Comedy|Drama,unassigned,00:00:00
Toys (1992),Comedy|Fantasy,unassigned,00:00:00
Choices (1981),Drama,unassigned,00:00:00
Young Doctors in Love (1982),Comedy,unassigned,00:00:00
Parasite (1982),Horror|Sci-Fi,unassigned,00:00:00
No Small Affair (1984),Comedy|Romance,unassigned,00:00:00
Blame It on Rio (1984),Comedy|Romance,unassigned,00:00:00
Wisdom (1986),Crime|Drama,unassigned,00:00:00
One Crazy Summer (1986),Comedy,unassigned,00:00:00
About Last Night... (1986),Comedy|Drama|Romance,unassigned,00:00:00
"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,unassigned,00:00:00
We're No Angels (1989),Comedy|Crime,unassigned,00:00:00
Nothing But Trouble (1991),Adventure|Comedy,unassigned,00:00:00
"Butcher's Wife, The (1991)",Comedy|Romance,unassigned,00:00:00
Mortal Thoughts (1991),Mystery|Thriller,unassigned,00:00:00
"Few Good Men, A (1992)",Crime|Drama|Thriller,unassigned,00:00:00
Indecent Proposal (1993),Drama|Romance,unassigned,00:00:00
Permanent Midnight (1998),Drama,unassigned,00:00:00
One True Thing (1998),Drama,unassigned,00:00:00
Rush Hour (1998),Action|Comedy|Crime|Thriller,unassigned,00:00:00
Six-String Samurai (1998),Action|Adventure|Sci-Fi,unassigned,00:00:00
"Soldier's Daughter Never Cries, A (1998)",Drama,unassigned,00:00:00
Ronin (1998),Action|Crime|Thriller,unassigned,00:00:00
Urban Legend (1998),Horror|Thriller,unassigned,00:00:00
Clay Pigeons (1998),Crime,unassigned,00:00:00
Pecker (1998),Comedy|Drama,unassigned,00:00:00
"Sheltering Sky, The (1990)",Drama,unassigned,00:00:00
Bandit Queen (1994),Drama,unassigned,00:00:00
If.... (1968),Drama,unassigned,00:00:00
"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,unassigned,00:00:00
Them! (1954),Horror|Sci-Fi|Thriller,unassigned,00:00:00
"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,unassigned,00:00:00
"Player, The (1992)",Comedy|Crime|Drama,unassigned,00:00:00
Stardust Memories (1980),Comedy|Drama,unassigned,00:00:00
Edward Scissorhands (1990),Drama|Fantasy|Romance,unassigned,00:00:00
Overnight Delivery (1998),Comedy|Romance,unassigned,00:00:00
Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,unassigned,00:00:00
"Impostors, The (1998)",Comedy,unassigned,00:00:00
"Night at the Roxbury, A (1998)",Comedy,unassigned,00:00:00
What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,unassigned,00:00:00
"Producers, The (1968)",Comedy,unassigned,00:00:00
History of the World: Part I (1981),Comedy|Musical,unassigned,00:00:00
My Cousin Vinny (1992),Comedy,unassigned,00:00:00
Nashville (1975),Drama|Musical,unassigned,00:00:00
Love Is the Devil (1998),Drama,unassigned,00:00:00
Slam (1998),Drama,unassigned,00:00:00
Holy Man (1998),Comedy,unassigned,00:00:00
One Tough Cop (1998),Action|Crime,unassigned,00:00:00
"Mighty, The (1998)",Drama,unassigned,00:00:00
2010: The Year We Make Contact (1984),Sci-Fi,unassigned,00:00:00
Children of a Lesser God (1986),Drama,unassigned,00:00:00
"Elephant Man, The (1980)",Drama,unassigned,00:00:00
Beloved (1998),Drama,unassigned,00:00:00
Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,unassigned,00:00:00
Practical Magic (1998),Drama|Fantasy|Mystery|Romance,unassigned,00:00:00
Happiness (1998),Comedy|Drama,unassigned,00:00:00
Apt Pupil (1998),Drama|Thriller,unassigned,00:00:00
Pleasantville (1998),Comedy|Drama|Fantasy,unassigned,00:00:00
Soldier (1998),Action|Sci-Fi|War,unassigned,00:00:00
"Cruise, The (1998)",Documentary,unassigned,00:00:00
Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,unassigned,00:00:00
Orgazmo (1997),Comedy,unassigned,00:00:00
Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,unassigned,00:00:00
Vampires (1998),Horror|Western,unassigned,00:00:00
American History X (1998),Crime|Drama,unassigned,00:00:00
Hands on a Hard Body (1996),Comedy|Documentary,unassigned,00:00:00
Living Out Loud (1998),Comedy|Drama|Romance,unassigned,00:00:00
Gods and Monsters (1998),Drama,unassigned,00:00:00
"Siege, The (1998)",Action|Thriller,unassigned,00:00:00
"Waterboy, The (1998)",Comedy,unassigned,00:00:00
Elizabeth (1998),Drama,unassigned,00:00:00
Velvet Goldmine (1998),Drama,unassigned,00:00:00
I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,unassigned,00:00:00
I'll Be Home For Christmas (1998),Comedy|Romance,unassigned,00:00:00
Meet Joe Black (1998),Romance,unassigned,00:00:00
Hard Core Logo (1996),Comedy|Drama,unassigned,00:00:00
Runaway Train (1985),Action|Adventure|Drama|Thriller,unassigned,00:00:00
Desert Bloom (1986),Drama,unassigned,00:00:00
"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,unassigned,00:00:00
"Pope of Greenwich Village, The (1984)",Drama,unassigned,00:00:00
Sid and Nancy (1986),Drama,unassigned,00:00:00
Mona Lisa (1986),Comedy|Thriller,unassigned,00:00:00
Heart Condition (1990),Comedy,unassigned,00:00:00
"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,unassigned,00:00:00
"Big Chill, The (1983)",Comedy|Drama,unassigned,00:00:00
Enemy of the State (1998),Action|Thriller,unassigned,00:00:00
"Rugrats Movie, The (1998)",Animation|Children|Comedy,unassigned,00:00:00
"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,unassigned,00:00:00
Celebrity (1998),Comedy,unassigned,00:00:00
Central Station (Central do Brasil) (1998),Drama,unassigned,00:00:00
Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,unassigned,00:00:00
"Celebration, The (Festen) (1998)",Drama,unassigned,00:00:00
Pink Flamingos (1972),Comedy,unassigned,00:00:00
Glen or Glenda (1953),Drama,unassigned,00:00:00
Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,unassigned,00:00:00
"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,unassigned,00:00:00
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,unassigned,00:00:00
King Kong (1933),Action|Adventure|Fantasy|Horror,unassigned,00:00:00
King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,unassigned,00:00:00
King Kong Lives (1986),Adventure|Sci-Fi,unassigned,00:00:00
Desperately Seeking Susan (1985),Comedy|Drama|Romance,unassigned,00:00:00
"Emerald Forest, The (1985)",Action|Adventure|Drama,unassigned,00:00:00
Fletch (1985),Comedy|Crime|Mystery,unassigned,00:00:00
Fletch Lives (1989),Comedy,unassigned,00:00:00
Red Sonja (1985),Action|Adventure|Fantasy,unassigned,00:00:00
Gung Ho (1986),Comedy|Drama,unassigned,00:00:00
"Money Pit, The (1986)",Comedy,unassigned,00:00:00
"View to a Kill, A (1985)",Action|Adventure|Thriller,unassigned,00:00:00
Lifeforce (1985),Horror|Sci-Fi,unassigned,00:00:00
Police Academy (1984),Comedy|Crime,unassigned,00:00:00
Police Academy 2: Their First Assignment (1985),Comedy|Crime,unassigned,00:00:00
Police Academy 3: Back in Training (1986),Comedy|Crime,unassigned,00:00:00
Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,unassigned,00:00:00
Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,unassigned,00:00:00
Police Academy 6: City Under Siege (1989),Comedy|Crime,unassigned,00:00:00
Babe: Pig in the City (1998),Adventure|Children|Drama,unassigned,00:00:00
Home Fries (1998),Comedy|Romance,unassigned,00:00:00
Jerry Springer: Ringmaster (1998),Comedy|Drama,unassigned,00:00:00
Very Bad Things (1998),Comedy|Crime,unassigned,00:00:00
Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,unassigned,00:00:00
Psycho (1998),Crime|Horror|Thriller,unassigned,00:00:00
Little Voice (1998),Comedy,unassigned,00:00:00
"Simple Plan, A (1998)",Crime|Drama|Thriller,unassigned,00:00:00
Jack Frost (1998),Children|Comedy|Drama,unassigned,00:00:00
Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,unassigned,00:00:00
"Prince of Egypt, The (1998)",Animation|Musical,unassigned,00:00:00
Rushmore (1998),Comedy|Drama,unassigned,00:00:00
Shakespeare in Love (1998),Comedy|Drama|Romance,unassigned,00:00:00
Mass Appeal (1984),Drama,unassigned,00:00:00
Miracle on 34th Street (1947),Comedy|Drama,unassigned,00:00:00
Santa Claus: The Movie (1985),Adventure|Children|Fantasy,unassigned,00:00:00
Prancer (1989),Children|Drama|Fantasy,unassigned,00:00:00
Pale Rider (1985),Western,unassigned,00:00:00
Rambo: First Blood Part II (1985),Action|Adventure|Thriller,unassigned,00:00:00
First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,unassigned,00:00:00
Rambo III (1988),Action|Adventure|Thriller|War,unassigned,00:00:00
"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,unassigned,00:00:00
Romancing the Stone (1984),Action|Adventure|Comedy|Romance,unassigned,00:00:00
Cocoon (1985),Comedy|Sci-Fi,unassigned,00:00:00
Cocoon: The Return (1988),Comedy|Sci-Fi,unassigned,00:00:00
Rocky II (1979),Action|Drama,unassigned,00:00:00
Rocky III (1982),Action|Drama,unassigned,00:00:00
Rocky IV (1985),Action|Drama,unassigned,00:00:00
Rocky V (1990),Action|Drama,unassigned,00:00:00
Clue (1985),Comedy|Crime|Mystery|Thriller,unassigned,00:00:00
Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,unassigned,00:00:00
Violets Are Blue... (1986),Drama|Romance,unassigned,00:00:00
Back to School (1986),Comedy,unassigned,00:00:00
Heartburn (1986),Comedy|Drama,unassigned,00:00:00
Nothing in Common (1986),Comedy,unassigned,00:00:00
Extremities (1986),Drama|Thriller,unassigned,00:00:00
"Karate Kid, The (1984)",Drama,unassigned,00:00:00
"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,unassigned,00:00:00
"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,unassigned,00:00:00
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,unassigned,00:00:00
You've Got Mail (1998),Comedy|Romance,unassigned,00:00:00
"General, The (1998)",Crime,unassigned,00:00:00
"Thin Red Line, The (1998)",Action|Drama|War,unassigned,00:00:00
"Faculty, The (1998)",Horror|Sci-Fi,unassigned,00:00:00
Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,unassigned,00:00:00
Mighty Joe Young (1949),Adventure|Children|Drama,unassigned,00:00:00
Patch Adams (1998),Comedy|Drama,unassigned,00:00:00
Stepmom (1998),Drama,unassigned,00:00:00
"Civil Action, A (1998)",Drama,unassigned,00:00:00
Down in the Delta (1998),Drama,unassigned,00:00:00
Hurlyburly (1998),Drama,unassigned,00:00:00
Tea with Mussolini (1999),Comedy|Drama|War,unassigned,00:00:00
Wilde (1997),Drama,unassigned,00:00:00
Outside Ozona (1998),Comedy|Drama|Thriller,unassigned,00:00:00
Affliction (1997),Drama,unassigned,00:00:00
Another Day in Paradise (1998),Drama,unassigned,00:00:00
"Hi-Lo Country, The (1998)",Drama|Romance|Western,unassigned,00:00:00
Hilary and Jackie (1998),Drama,unassigned,00:00:00
Playing by Heart (1998),Drama|Romance,unassigned,00:00:00
At First Sight (1999),Drama,unassigned,00:00:00
In Dreams (1999),Horror|Thriller,unassigned,00:00:00
Varsity Blues (1999),Comedy|Drama,unassigned,00:00:00
Virus (1999),Horror|Sci-Fi,unassigned,00:00:00
"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy,unassigned,00:00:00
Howard the Duck (1986),Adventure|Comedy|Sci-Fi,unassigned,00:00:00
"Gate, The (1987)",Horror,unassigned,00:00:00
"Boy Who Could Fly, The (1986)",Drama|Fantasy,unassigned,00:00:00
"Fly, The (1958)",Horror|Mystery|Sci-Fi,unassigned,00:00:00
"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,unassigned,00:00:00
"Fly II, The (1989)",Horror|Sci-Fi,unassigned,00:00:00
Running Scared (1986),Action|Comedy,unassigned,00:00:00
Armed and Dangerous (1986),Comedy|Crime,unassigned,00:00:00
"Texas Chainsaw Massacre, The (1974)",Horror,unassigned,00:00:00
"Texas Chainsaw Massacre 2, The (1986)",Horror,unassigned,00:00:00
Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller,unassigned,00:00:00
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,unassigned,00:00:00
Ruthless People (1986),Comedy,unassigned,00:00:00
Trick or Treat (1986),Horror,unassigned,00:00:00
Deadly Friend (1986),Horror,unassigned,00:00:00
"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,unassigned,00:00:00
Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,unassigned,00:00:00
Peggy Sue Got Married (1986),Comedy|Drama,unassigned,00:00:00
Crocodile Dundee (1986),Adventure|Comedy,unassigned,00:00:00
Crocodile Dundee II (1988),Action|Adventure|Comedy,unassigned,00:00:00
Tough Guys (1986),Comedy,unassigned,00:00:00
Soul Man (1986),Comedy,unassigned,00:00:00
"Color of Money, The (1986)",Drama,unassigned,00:00:00
52 Pick-Up (1986),Action|Mystery|Thriller,unassigned,00:00:00
Heartbreak Ridge (1986),Action|War,unassigned,00:00:00
¡Three Amigos! (1986),Comedy|Western,unassigned,00:00:00
Gloria (1999),Drama|Thriller,unassigned,00:00:00
My Name Is Joe (1998),Drama|Romance,unassigned,00:00:00
Still Crazy (1998),Comedy|Romance,unassigned,00:00:00
"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,unassigned,00:00:00
She's All That (1999),Comedy|Romance,unassigned,00:00:00
"24 Hour Woman, The (1998)",Comedy|Drama,unassigned,00:00:00
"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,unassigned,00:00:00
Peeping Tom (1960),Drama|Horror|Thriller,unassigned,00:00:00
Payback (1999),Action|Thriller,unassigned,00:00:00
Simply Irresistible (1999),Comedy|Romance,unassigned,00:00:00
20 Dates (1998),Comedy|Romance,unassigned,00:00:00
"Harmonists, The (1997)",Drama,unassigned,00:00:00
"Last Days, The (1998)",Documentary,unassigned,00:00:00
"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,unassigned,00:00:00
Blast from the Past (1999),Comedy|Romance,unassigned,00:00:00
Message in a Bottle (1999),Romance,unassigned,00:00:00
My Favorite Martian (1999),Comedy|Sci-Fi,unassigned,00:00:00
God Said 'Ha!' (1998),Comedy,unassigned,00:00:00
Jawbreaker (1999),Comedy,unassigned,00:00:00
October Sky (1999),Drama,unassigned,00:00:00
Office Space (1999),Comedy|Crime,unassigned,00:00:00
200 Cigarettes (1999),Comedy|Drama,unassigned,00:00:00
8MM (1999),Drama|Mystery|Thriller,unassigned,00:00:00
"Other Sister, The (1999)",Comedy|Drama|Romance,unassigned,00:00:00
Breakfast of Champions (1999),Comedy|Sci-Fi,unassigned,00:00:00
"Long Goodbye, The (1973)",Crime|Film-Noir,unassigned,00:00:00
Pet Sematary (1989),Horror,unassigned,00:00:00
Pet Sematary II (1992),Comedy|Horror,unassigned,00:00:00
Children of the Corn II: The Final Sacrifice (1993),Horror,unassigned,00:00:00
Children of the Corn III (1994),Horror,unassigned,00:00:00
Christine (1983),Horror,unassigned,00:00:00
Night Shift (1982),Comedy,unassigned,00:00:00
House on Haunted Hill (1959),Drama|Horror|Thriller,unassigned,00:00:00
Airport (1970),Drama,unassigned,00:00:00
Airport 1975 (1974),Action|Drama|Thriller,unassigned,00:00:00
Airport '77 (1977),Drama,unassigned,00:00:00
Rollercoaster (1977),Drama|Thriller,unassigned,00:00:00
"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,unassigned,00:00:00
Alligator (1980),Action|Horror|Sci-Fi,unassigned,00:00:00
Meteor (1979),Sci-Fi,unassigned,00:00:00
Westworld (1973),Action|Sci-Fi|Thriller|Western,unassigned,00:00:00
Logan's Run (1976),Action|Adventure|Sci-Fi,unassigned,00:00:00
Planet of the Apes (1968),Action|Drama|Sci-Fi,unassigned,00:00:00
Beneath the Planet of the Apes (1970),Action|Sci-Fi,unassigned,00:00:00
Battle for the Planet of the Apes (1973),Action|Sci-Fi,unassigned,00:00:00
Conquest of the Planet of the Apes (1972),Action|Sci-Fi,unassigned,00:00:00
Escape from the Planet of the Apes (1971),Action|Sci-Fi,unassigned,00:00:00
Avalanche (1978),Action,unassigned,00:00:00
Earthquake (1974),Action|Drama|Thriller,unassigned,00:00:00
"Concorde: Airport '79, The (1979)",Drama,unassigned,00:00:00
Beyond the Poseidon Adventure (1979),Adventure,unassigned,00:00:00
Analyze This (1999),Comedy,unassigned,00:00:00
"Corruptor, The (1999)",Action|Crime|Drama|Thriller,unassigned,00:00:00
Cruel Intentions (1999),Drama,unassigned,00:00:00
"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,unassigned,00:00:00
Relax... It's Just Sex (1998),Comedy,unassigned,00:00:00
"Deep End of the Ocean, The (1999)",Drama,unassigned,00:00:00
"Rage: Carrie 2, The (1999)",Horror,unassigned,00:00:00
Wing Commander (1999),Action|Sci-Fi,unassigned,00:00:00
"Haunting, The (1963)",Horror|Thriller,unassigned,00:00:00
Dead Ringers (1988),Drama|Horror|Thriller,unassigned,00:00:00
My Boyfriend's Back (1993),Comedy,unassigned,00:00:00
Village of the Damned (1960),Horror|Sci-Fi|Thriller,unassigned,00:00:00
Children of the Damned (1963),Horror|Sci-Fi|Thriller,unassigned,00:00:00
Baby Geniuses (1999),Comedy,unassigned,00:00:00
I Stand Alone (Seul contre tous) (1998),Drama|Thriller,unassigned,00:00:00
Forces of Nature (1999),Comedy|Romance,unassigned,00:00:00
"King and I, The (1999)",Animation|Children,unassigned,00:00:00
Ravenous (1999),Horror|Thriller,unassigned,00:00:00
True Crime (1999),Crime|Thriller,unassigned,00:00:00
Bandits (1997),Drama,unassigned,00:00:00
Dangerous Beauty (1998),Drama,unassigned,00:00:00
"King and I, The (1956)",Drama|Musical|Romance,unassigned,00:00:00
Doug's 1st Movie (1999),Animation|Children,unassigned,00:00:00
EDtv (1999),Comedy,unassigned,00:00:00
"Mod Squad, The (1999)",Action|Crime,unassigned,00:00:00
Among Giants (1998),Comedy|Drama|Romance,unassigned,00:00:00
"Walk on the Moon, A (1999)",Drama|Romance,unassigned,00:00:00
"Matrix, The (1999)",Action|Sci-Fi|Thriller,unassigned,00:00:00
10 Things I Hate About You (1999),Comedy|Romance,unassigned,00:00:00
Tango (1998),Drama|Musical,unassigned,00:00:00
"Out-of-Towners, The (1999)",Comedy,unassigned,00:00:00
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,unassigned,00:00:00
Metroland (1997),Comedy|Drama,unassigned,00:00:00
Following (1998),Crime|Mystery|Thriller,unassigned,00:00:00
Go (1999),Comedy|Crime,unassigned,00:00:00
Never Been Kissed (1999),Comedy|Romance,unassigned,00:00:00
Twin Dragons (Shuang long hui) (1992),Action|Comedy,unassigned,00:00:00
Cookie's Fortune (1999),Comedy|Drama,unassigned,00:00:00
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,unassigned,00:00:00
Goodbye Lover (1999),Comedy|Crime|Thriller,unassigned,00:00:00
Life (1999),Comedy|Crime|Drama,unassigned,00:00:00
Friends & Lovers (1999),Comedy|Drama|Romance,unassigned,00:00:00
Hideous Kinky (1998),Drama,unassigned,00:00:00
Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,unassigned,00:00:00
SLC Punk! (1998),Comedy|Drama,unassigned,00:00:00
Lost & Found (1999),Comedy|Romance,unassigned,00:00:00
Pushing Tin (1999),Comedy,unassigned,00:00:00
Election (1999),Comedy,unassigned,00:00:00
eXistenZ (1999),Action|Sci-Fi|Thriller,unassigned,00:00:00
Entrapment (1999),Crime|Thriller,unassigned,00:00:00
Idle Hands (1999),Comedy|Horror,unassigned,00:00:00
Get Real (1998),Drama|Romance,unassigned,00:00:00
"King of Masks, The (Bian Lian) (1996)",Drama,unassigned,00:00:00
Three Seasons (1999),Drama,unassigned,00:00:00
"Winslow Boy, The (1999)",Drama,unassigned,00:00:00
Mildred Pierce (1945),Drama|Film-Noir,unassigned,00:00:00
Night of the Comet (1984),Comedy|Horror|Sci-Fi,unassigned,00:00:00
My Science Project (1985),Adventure|Sci-Fi,unassigned,00:00:00
Dick Tracy (1990),Action|Crime,unassigned,00:00:00
"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,unassigned,00:00:00
"Castle, The (1997)",Comedy,unassigned,00:00:00
This Is My Father (1998),Drama|Romance,unassigned,00:00:00
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama,unassigned,00:00:00
William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,unassigned,00:00:00
After Life (Wandafuru raifu) (1998),Drama|Fantasy,unassigned,00:00:00
Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,unassigned,00:00:00
Edge of Seventeen (1998),Comedy|Drama|Romance,unassigned,00:00:00
Endurance (1999),Documentary|Drama,unassigned,00:00:00
Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,unassigned,00:00:00
"Love Letter, The (1999)",Comedy|Romance,unassigned,00:00:00
Besieged (a.k.a. L' Assedio) (1998),Drama,unassigned,00:00:00
Frogs for Snakes (1998),Comedy|Film-Noir|Thriller,unassigned,00:00:00
"Mummy, The (1932)",Horror|Romance,unassigned,00:00:00
"Mummy, The (1959)",Horror,unassigned,00:00:00
"Mummy's Curse, The (1944)",Horror,unassigned,00:00:00
"Mummy's Ghost, The (1944)",Horror,unassigned,00:00:00
"Mummy's Hand, The (1940)",Horror,unassigned,00:00:00
